tweet,userid
@convomfs Ngepet nder buruh duit,1410995545296887808
buruh tani mahasiswa baru boleh juga tuh,1250015269126148097
Diajak berjiwa besar tapi kebutuhan hidup layak terancam nggak terpenuhi tuh gimana ceritanya. Dikira antara buruh dan pemberi kerja nggak ada relasi kuasa. Daya beli lemah juga kan akibat tingkat upah rendah. https://t.co/tca3rCbSUH,1188711236373889024
"@fromkhs Iyaa.. Karena kepo karena peduli, karena beneran pengen tau. Pertanyaan2 cringe gini emang asalnya cocok buat mulai percakapan kan.. Soalnya masa pas ngechat ga ada angin ga ada ujan nanyain pendapat soal kenaikan upah buruh yang bikin kacau 🤣🤣",1247017929872293890
"@CNNIndonesia Pertanyaan mendasar yg sama pada pejabat kita di dewan n pemerintah..
#NegeriRuwet
#NegeriParaBedebah https://t.co/GcdasVtPdO",157658905
"MPR SEBAIKNYA BERGABUNG DGN BURUH IKUT DEMO, AGAR ANGGARAN DI NAIKAN,, https://t.co/3SsjzWUuAZ",1396125094418649088
"@anyingfetus Udara mana kini yang kau Hirup,Buruh Pabrik Gas LPG.",538132840
semangat nulisnya!! semua buruh proses😉 — HALOOOO TERIMAKASIH YAAA 💞💞 https://t.co/ih7uqyHoGN,1457732100644167680
Pengamanan Juga Manusia 🥱. Buruh istirahat loh. 😫,334624838
"Berikut daftar lengkap UMK 2022 di Jawa Timur sesuai surat keputusan Gubernur Jatim nomor 188/803/KPTS/013/2021 :

https://t.co/g9JdgiSR93

#DemoBuruh #Buruh #UMK #UMKSurabaya2022 #UMKGresik2022 #UMKSidoarjo2022 #Demo https://t.co/LSBhcS0RDQ",1141702413532852224
@Ndukla2 Kalau mahasiswa dan buruh demo teriak turunin jokowi juga itu gimana bang ?? Apa sebutannya kadrun juga ?,1179769476
"Pokoknya buruh itu harus sengsara hidupnya, harus jelek, harus merasakan penderitaan kelas bawah dan gak berhak bahagia.",1215105165994254337
"Aneh aja orang ngebandingin demo buruh pabrik sama honorer. Buruh pabrik padat modal naik gaji 6% mah ga bakal nurunin pendapatan boss boss. Ga kayak guru, kalau guru honorer naik gaji, yang kena dampak yg suka pakai anggaran 🙄",121041284
"Sedihnya, udah bela belain nahan jajan, ngumpulin uang mulai dari sisa saweran sampe uang ""buruh"" dari sodara biar bisa bayar cicilan. Eeeeeh ada ajaaa☺️",834129337905512448
"FSPIP KASBI Bersama Aliansi Buruh Jateng Demo Lagi, Tuntut UMK Naik 16 Persen https://t.co/OGapPy9YE7",2616892970
"@jokowi Yg demo buruh, tapi klarifikasinya ke investor. Aneh",558670517
"@CNNIndonesia Bukan cuma buruh aktif yg saat ini saja butuh penghasilan dari pekerjaannya. 
Ada anak saudara, tetangga, teman sekolah &amp; jutaan orang lainnya butuh pekerjaan &amp; penghasilan

Kalo gaji terlalu tinggi, investor enggan masuk &amp; perusahaan yg ada malah macet &amp; kabur, kan rugi semua.",156115721
UMR MANA GAJI BURUH PABRIKNYA YG 7 JUTA MBAK? SAYA MAU NGELAMAR NIH https://t.co/BicYxIhvFF,258214440
@Yulia_NS79 Demo Buruh Rentan Ditunggangi Provokator https://t.co/rMoMPtdRjY,1290676980929589249
@6undul0h Padahal.gara² omnibuslaw ada yg mempersulit nasib buruh..,873168823
"@CNNIndonesia Gaji buruh cuma naik 35 rb setahun, diem - diem bae.... Situ sehat..?",222696742
kalian para pejabat yg harusnya berjiwa besar menaikkan upah buruh https://t.co/ASJO3ImiyF,1200301458492551169
@CNNIndonesia Buruh upah rendah..pejabat upah tinggi ..gitu kan ya?? https://t.co/Bu9Rgdybdz,68408089
"Gw sbenernya kasian sih sm org2 yg kemakan sandiwara anies dgn turun nemuin buruh wkakaka. Org tugas kenaikan ump itu pemda yg bersangkutan yg ngatur. Kenapa anies tb2 nyalahin kemenaker. Selain buruh+bapack2, bahkan mahasiswa aja byk yg ikut2an dukung wkwkw duh",1609446192
"@CNNIndonesia Tapi buruh ngga bisa ngeliat bahwa pemilik perusahaan juga punya andil dan risiko baik saat untung maupun buntung. Pas untung pemilik mesti mikir gimana bisa untung lagi, pas buntung mesti mikir supaya ga bangkrut",328515232
"@CNNIndonesia BURUH TERTINDAS TERUS
HARUSLAH NUNTUT UPAH TINGGI",1364524984312365066
"@CNNIndonesia Yang jadi masalah itu pak ngga semua orang punya kesempatan melihat perusahaan dan 2 persepektif, pemilik dan buruh. Buruh ngeliat pas perusahaan untung gede, mereka ngga kecipratan. Tapi pas perusahaan terseok-seok, mereka yang paling pontang-panting.",328515232
@Gojekmilitan Demo buruh bebas #AksiSuperDamai212  di larang apa bedanya ? Sungguh rezim takut kebangkitan Islam,1422989754333679616
"White Collar Worker which is everyone yg masih kerja kantoran dibawah corporat, start up, Big4, kantor SCBD, dan menerima upah masih masuk ke dalam kategori ""Buruh"".",80536163
"Kecewa UMK Tidak Dinaikkan, Ribuan Buruh Kabupaten Sukabumi Lakukan Demo [Selengkapnya, di #sukabumiNews | #MediaLokalBerwawasanInternasional 👇

https://t.co/rfnMVrchU3",2187738552
"UMK Jawa Barat Telah Ditetapkan, Aliansi Buruh Purwakarta: Menyesalkan, Kita akan Lakukan Gugatan https://t.co/ishDPfD6zO",1103707662
"@jokowi Bagus pak Jokowi, benar2 istimewa mesin itu sampai2 buruh tandur maki2 bpk...🤣
Solusinya...? Bingung...ya..
Ya diberi tanah sdri utk nandur...bertanam.",1183700689890902016
@CNNIndonesia Gaji mentri ditukar gaji buruh gimana?,61101757
"Memangnya dia bisa hidup dengan gaji sesuai Upah Buruh 

https://t.co/9GlDY2Sl0B",1408756945591291907
"buruh ajak pengusaha berjiwa besar tak tuntut profit tinggi
🙏🏻😖🙏🏻 https://t.co/IAkmYeYUhi",99241260
@Naga_Wicaksana2 Aksi Demo Buruh Yang Ditunggangi Kelompok Kepentingan https://t.co/fEIKz24nZz,1206448394039742464
Sudah selayaknya buruh tuntut upah tinggi karena kebutuhan ekonomi juga cukup tinggi https://t.co/q8PGeMWSde,1313083559377162240
"Di Bawah Guyuran Hujan, Ratusan Buruh Semarang Demo Tuntut Kenaikan UMK. Kapolres Terjun Pimpin Pengamanan https://t.co/4KcBfN1CKz",949224511508955136
@Senlight_ Nanidan anak muda yg memberi pengaruh buruh kpd orang tua🙈,1654192021
"Ngerasain freelance lagi sambil semester 5 dapet materi perburuhan, makin bisa merasakan tertindasnya buruh. 🤪 tapi beneran",1309276713637953536
CIREBON - Bupati Cirebon Drs H Imron MAg membuka sosialisasi pemberian Bantuan Langsung Tunai (BLT) kepada buruh pabrik rokok di Hotel Sutan https://t.co/8nRan9QZyE,388848045
"@AlipWre @Dennysiregar7 Yang kita bicarakan gaji sebagai guru ya.....kalau penghasilan tambahan pasti adalah...masak 100 rb cukup 1 bulan.....

Buruh gajinya 4 jt bisa kok sebulan jadi 8 jt yang penting ada kemauan
...kita guru gaji segitu diluar kerjaan ngajar pastinya kita usaha",1394542566792601602
@SohibCamp3 Sdh ada 3 partai rakyat saat ini. 1) Partai Buruh; 2) PHI/Partai Hijau Indonesia; 3) Prima/Partai Rakyat Adil Makmur. Saya anggota di PHI.,1317479638487068674
ini smua berkat buruh tani dan lagu zoom semacamnya,1116108907267543041
@CNNIndonesia Buruh lokal ya pak yg gak di suruh berjiwa besar? Kalo Buruh asing gak perlu nuntut ulah tinggi  karena mereka mmg udah di upah dg gaji tinggi pak.. Buruh lokal mah mmg di anak tirikan..,355345566
"Buruh Batam kena Prank Gubernur Kepri, Upah Naik Tak Sesuai https://t.co/KtjrMyWZXw https://t.co/xMtG20Prdq",709384472
"Egrek Sawit Makan Tuan, Leher Buruh Harian Lepas di Sergai Nyaris Putus https://t.co/EbR3vfaEON",71995583
"Egrek Sawit Makan Tuan, Leher Buruh Harian Lepas di Sergai Nyaris Putus https://t.co/oyNbGMSrOE",2384287038
@jokowi Mohon Maaf Pak sebelum memasuki era modernisasi pertanian seharusnya ada pemecahan masalah terkkait lapangan pekerjaan bagi meraka yang biasanya menguntungkan menjadi buruh tani trimakasih,3149870690
"Ternyata lama jg kwn ini jd Presiden, 5 Periode @saidiqbalkspi. ayo siapa paling lama jd Presiden Buruh? 
https://t.co/Whfd6FWdAK",494830144
"Terlibat dlm bisnis jahat koorporasi, membekingi ormas2 kekerasan, mengintimidasi masyarakat sipil, mengawasi aktivis pro demokrasi, buruh dan elemen2 progresif lainnya.",1317479638487068674
@uswahabibah Aku merasa malu banget pas mereka cerita soal warga Bandung di zaman SBY itu. Juga soal gizi para buruh.,233421923
"JELAS BAGI KITA...
BURUH YG DEMO UU CILAKA - DIBIARKAN
ORG2 PAPUA DEMO KEMERDEKAAN (MAKAR) - DIBIARKAN 
REZIM &amp; APARAT, BUKAN TIDAK INGIN ADA DEMO, BUKAN MENGHINDARI KUPAD KOPID, BUKAN TAKUT EKONOMI TURUN (DIBUAT SENDIRI)...
TAPI... ""ISLAMOPHOBIA"" https://t.co/XJuqdOHcFA",986949263333572614
"@soen_cak @amrudinnejad_ @AV4tarPemburu @FirzaHusainID @KangDickyAjah @03__nakula @ariandiputra8 @pengarang_sajak @FerdinandHaean3 @giewhydi @BiLLRaY2019 MPR digaji ama negara, gajinya dipotong lsg koar2 kek buruh demo🤣🤭",1393016194479706112
"@CNNIndonesia Berani g @bahlillahadalia tak terima gaji Dan tunjangan selama 1 tahun
Buruh itu rakyat miskin,, sdg kan ente pejabat yg semua d tanggung rakyat
Jng berani himbau rakyat kalo ente sibuk makan fee sana sini
@saidiqbalkspi",1336686243829059585
"@permatadnda Realitas di negara Indonesia, jangankan persatuan buruh terwujud, orang-orang yg bekerja saja tdk mau mengakui bahwa dia seorang buruh. Yang ada ialah karyawan yg diakui semenjak orba berkuasa hingga saat ini...
Guru sbg buruh juga kadang terabaikan suaranya!!",1231478692502736896
AAA award sangat amat tidak buruh friendly ya rese,1726813754
"@CNNIndonesia Disaat buruh menolak kenaikan UMP. Para pejabat ribut urusan perut masing2 dan golongan. Mereka pada tutup mata, telinga dan hati ga peka sama nasib rakyat.",1342082880017580038
cuma buruh pabrik aja https://t.co/JwpiBEgmu4,1464980295203975169
"@detikcom Wajar dong pekerja buruh minta naik gaji ini bahan pokok aja naik semuaeh ada yg emaknya ngomel gegara susah bagi2 uang belanja,anaknya disismed pd teriak liat buruh demo dan nyinyirin orang demo hhh kecuali anak pengusaha yg bangkut gegara bayar tenaga kerja misalnya",1319548681
@CNNIndonesia Bapak sudah pernah merasakan jadi buruh?,357372708
"@RamliRizal Kalau UMR naik banyak, gagal dong cita²nya jadi bangsa buruh dunia",65388131
"@CNNIndonesia Ya kalo mau prihatin gaji pejabat juga dipotong dong. Stafsus, wamenkeu dibubarkan. Pesawat kepresidenan dijual. Ibukota baru jangan dibangun. Duitnya bisa buat subsidi para buruh.",1396450359548137477
"kenaikan harga rumah gk masuk akal. biaya pendidikan mahalnya minta ampun. harga kebutuhan pokok gak pernah bisa stabil. 

tapi buruh yg dituntut berjiwa besar. https://t.co/RjZLTDAuV8",1229081331188944896
"@CNNIndonesia Giliran buruh lu minta berjiwa besar, giliran elu dan kelompokmu, maunya gaji besar, japrem besar.  jancccc****k",1570474686
@CNNIndonesia Jadi pingin baca komen buruh yg dukung si mukidi😁,1066770965844045824
Demo Buruh Rawan ditunggangi oleh para Provokator #AyoDisplinProkes https://t.co/wvqZTVK2GI,1357038135734009856
Demo Buruh Rawan ditunggangi oleh para Provokator #AyoDisplinProkes https://t.co/xeLZ8vtPCI,1353410577335345159
Demo buruh rawan ditunggangi provokator &amp; asing. Ayo Disiplin Prokes https://t.co/C5qUdmMgWr,1395785071898992641
"@AyuAnnara @MprAldo mirip2lah sm yg pd demo,di surabaya jg ada buruh dan bonek pd demo.",232803631
"@HatiRhindoe Kita yg punya duit, 
buruh cari kerja kok ngatur2,
Klo gue nggak mau,
Memang luh mo apa,
PHK obatnya,
Buruh sok gaya2an,
Ntar mati gaya,
Nyahok luh,
Dasar manusia nggak pande bersyukur....",4171307723
"@Rendiansyah_19 @ridwankamil Saya pas demo di kab Bekasi asa rada bungah jam 1 tos beres demo karena Aya kabar naik 5,5% usulan buruh.. eh.. di prank.. terima kasih omnibuslaw..  sok di emutan.. Aya partai buruh ayeuna mah.. 2024 ready gaskeun..",240130168
"@awemany Mestinya ngomong , agar buruh bersabar, kenaikan upah akan dirapel di tahun 2024 ..🤑",721173121
Self rewardku saat ini: ndrakor 1 episode setelah pulang buruh jam 10.20 pm 💃,103802792
Capek kaki sakit semua jadi buruh,1169161273998630912
"3. Akta Buruh yang ketinggalan zaman

Akta yang sepatutnya menjaga kebajikan rakyat sebaliknya menjadi akta yang melindungi majikan sahaja. Dah merdeka 60 tahun tapi masih pakai akta buruh tahun 1955.",3267746250
"Dari judulnya aja udah beda interpretasi, pakai kata skincare ya euphemism??? Pun iya buat skincare, apakah buruh hrs buluk terus 24/7?

Plus opini di bawah negasin opini orang yg tinggal di menara gading with lack of empathy https://t.co/L6bG2CHrj6",42348748
"Tak pantas pimpinan buruh hidip mewah tapi teriak hidup susah, tak mampu hidup sederhana tinggalkanlah pimpinan partai buruh.",276330740
"@CNNIndonesia Kasian nasib buruh....mereka harus terooosss bersabar...
Ditengah"" kebutuhan hidup yg meningkat....harga"" yg mahal....
Kondisi saat ini sama"" tidak menguntungkan bagi pengusaha mau para pekerja....
Sama"" harus sabarrrrrr",2272617672
@Mhdlma @memiii_____ @IchaVarma serius nanya..pengurus serikat buruh itu rata2 statusnya buruh perusahaan ( kerja dan terina gaji) atau bukan sih.Kalau digaji hnya via iuran anggota serikat apa bs layak dapatnya?,1322209046569521158
"demo buruh kemarin boleh la sekarang reuni 212 kok tdk boleh kenapa...! apa pada takut yaaa.... apa pada alergi umat Islam berkumpul...? makanya aturan itu harus tegas tdk boleh pilih kasih
#AksiSuperDamai212
#AksiSuperDamai212",1203486910653460480
"@CNNIndonesia Coba deh bapak jdi buruh, sebulan aja.",408283016
"@CNNIndonesia Hahahahahahaha 
Gaji elu kasih buruh ..
Berjiwa besar lah kau...

Hahahahahahaha 
Mau....",1368771054194233344
"Untuk yang lagi berjuang untuk kenaikan upah, semoga menemukan titik terbaik nya juga.

#LonglifeWorkingClassHero #Buruh #TukangPitikJugaBuruh",113570518
"@BocaBauKencur @Dennysiregar7 @DivHumas_Polri Knapa dilarang boss, buruh demo dimana² biasa aja bos. Namanya kebebasan berdemokrasi. Gaya kalian benci Ama orba tpi kelakuan kayak orba. Munafik. Gw bkn kadrun apalagi cebong ya.",743329198589108225
"23. Separoh 23 ku pengangguran. Separoh lagi jadi ""buruh"". Di 23 aku liburan selama 3 bulan. Di 23 aku pertama kali dapet kerja. Yaa kurang lebih begitulah 23 ku. This is the last day of my 23! Thanks to you, 23! Ketawatawa taunya udah 24 aja. Hahaha. 23 pamit!",592409948
"@ridwankamil ok pak, sekarang temuilah para buruh",946673062732292096
https://t.co/rZAM2coM4b : Polrestabes Pengamanan Unjuk Rasa Buruh Berjalan A... https://t.co/i5OkUa7Coy,1462423470633992192
Kementerian Sumber Manusia difahamkan hasil audit syarikat dari UK itu mendapati syarikat tempatan berkenaan terbabit dengan amalan buruh paksa. #AWANInews #AWANI745 https://t.co/Ji21K3rqcV,497665754
"@minikazon Suk nek meh panen kontak ya, meh buruh wkwk",1579948562
@WidasSatyo Inti dari postnya sih nyuruh buruh buat hidup seadanya (bukan sederhana) wkwk,1460608012322676738
"Termasuk sanksi pemberhentian permanen bagi kepala daerah yang melanggar.

Dan itulah yang terjadi di seluruh wilayah Indonesia.

Semoga tahun depan rumusnya bisa diperbaiki dan lebih memberi ruang pada dinamika dan kearifan lokal pada kesejahteraan buruh.",80323736
"Namun PP 36 tahun 2021 secara substansial mencabut kewenangan kepala daerah dlm menentukan sendiri upah buruh 2022. 

Karena pengupahan masuk kategori Program Strategis Nasional, maka semua daerah diwajibkan menggunakan rumus yg sama dari Kemenaker yg hasilnya hari ini diumumkan.",80323736
"Ada yg tanya “Apakah aspirasi buruh diberi waktu &amp; didengarkan?”

60 menit kami brsm Kapolda Jabar menyimak &amp; mendengarkan walau secara daring saat pimpinan serikat buruh berkumpul di hotel Preanger. 4 pimpinan serikat buruh menyampaikan unek2 panjang lebar terkait pengupahan. https://t.co/sYoGXqrVCe",80323736
"Persatuan organisasi buruh tahun ini sungguh menakjubkan. Aliansi buruh di semua daerah, terbentuk dengan sangat kuat. Perlawanan begitu hebat di semua daerah.",1310272559225556992
"@memiii_____ @IchaVarma Mas, kita demo itu ada asal muasalnya , karena lama kelamaan pemerintah malah pro thdp pengusaha, yg notabene nya tidak mau banyak mengeluarkan, sedangkan tenaga buruh terus2 diperas",1154771269142765568
@null KSM siasat dakwaan syarikat pembuatan barang elektronik terbabit buruh paksa Dat  https://t.co/j3MdjsKGmf,1174479032
"@CNNIndonesia Buruh disuruh berjiwa besar untuk tak menuntut upah tinggi, sedangkan kalian gaji lebih tinggi dengan segala fasilitas mewah yang mencukupi. Dasar bahlil eh bahlul Lo 

Gimana kalo dibalik bapak seperti posisi kami apa mau? Apa mau diam aja? Enggak kan pasti bakal menuntut juga",1469066113
Aksi Demo Buruh Yang Ditunggangi Kelompok Kepentingan https://t.co/XP7PPv3bSc,1295976267993554945
Aksi Demo Buruh Yang Ditunggangi Kelompok Kepentingan https://t.co/ENJxxiNMg6,1295976267993554945
"Daftar Lengkap UMK Se-Jawa Tengah 2022, Serikat Buruh FKSPN Kecewa pada Gubernur Ganjar Pranowo
 
https://t.co/BEz9rW9p6V",1255738688534790144
Demo buruh rentan ditunggai provokator https://t.co/9KNmEw0Gnk,1396832460780965890
"@neoo_neo999 @IchaVarma Gurunya apa dulu nih? Klo pns ya ikut peraturan ASN. Klo swasta ya sama-sama buruh lah, tergantung ""perusahaannya"". Klo honorer ya diluar konteks sih.",70086226
"Ngewanti wanti yen dtakoni kncaku buruh nendi njawabe nganggur, alesan salah sijine meng disilihi duid. Arep nolak pekewuh nek ra ditolak le bali setaunan😶",1014854911501090820
"@yarachantique Dan aparat gak berdaya, kalah sm buruh
Cc. @DivHumas_Polri",1314643890570293248
"Sebut Penetapan UMK 2022 Jateng Inkonstitusional, Buruh Siapkan Gugatan https://t.co/BaPCyfloT3 https://t.co/9Ys7qhfbJr",155169715
@dhoomsan Ya kalo masih kerja di tempat orang mah posisi apa aja namanya juga buruh.,231731257
@CNNIndonesia Kami buruh siap berjiwa besar jikalau Bahlil mencabut UU cipta kerja atau Omnibuslaw...,1366609626892967938
@tvOneNews Apa vedanya sama buruh yg demo kemarin apa nggak bertentangan dng prokes....dimana akal sehat kalian...,1435262291952300034
"@CNNIndonesia Buruh kaga boleh gaji besar..asal pejabat yng boleh bergaji besar dari pajak rakyat..
Otak mana otak..kalo tdk mampu urus negara ya mundur lah..berikn pada yng mampu mengurus bangsa dan negara ini..",1126484689718407168
@tvOneNews Itu demi buruh berkerumun woy.. Ormas rusuh berkerumun.. Kok rezim pada mingkem ya,1351101417101144064
@CNNIndonesia stafsus presiden yg gak ada guna sj 100jt.. mbokde jg cm nyantol nama dpt gaji di 2 tempat 200jt deh.. blm lagi para relawan pakde yg jd komisaris dimana2... padahal gak ada guna.. trus kaum buruh disuruh bersabar😂😂,85260690
"@FSPMI_KSPI udh mogo nasional aja.......berhenti produksi,semua keluar jangan sebagian kerja sebagian demo.tunjukan kepemerintah bahwa buruh kompak.",1285010478096252928
"Kecewa Kepada Gubernur, Buruh di Banten Ancam Matikan Seluruh Mesin Pabrik https://t.co/0tWxk3dGI8",3308398999
"@PutraWadapi Perusahaan masih bisa jln disaat pandemi sj sdh bagus, shg buruh msh bisa bekerja.",228652010
@CNNIndonesia Seandainya semua pejabat di republik ini tidak digaji dan fasilitasnya dicabut pasti indah sama seperti yang dia minta kepada buruh,17066529
"Lah elu pejabat gaji gede jd santuy ngomong begitu
Buruh baru gajian aja udah ludes sama kebutuhan hidup, apalagi dijakarta iniiii..
Sing eling atuh, kita idup dikota bukan dihutan 🐒 https://t.co/9PJqxZk2SU",1296424769135370240
"@geloraco Demo buruh boleh, demo Pemuda Pancasila boleh, demo mahasiswa boleh....
Reuni Alumni .....boleh saja dong....",2612923201
"1. Minyak goreng melejit naik, ment perdagangan buat aturan mulai thn  depan minyak goreng curah konsumsi rakyat kecil dilarang. 2. Men tenaga kerja: UMP terlalu tinggi. 3. Ment  Bahlil : buruh tak tuntut upah tinggi.... YG BEGINIAN HANYA TERJADI DITANAH JAJAHAN. https://t.co/XqxLAUXwis",851639719121231872
"pusing ah mikirin yg katanya ""buruh yang tidak sejahtera"" mah.. apa daya saya yg seorang pegawai biasa",247311898
"Dasar Bahlul...

perumpaan yg kau buat itu sebagai pengusaha dan jelas membela perusahaan.

coba dibalik,,kau sebagai buruh,pasti permintaan mu juga sama ""upah tinggi""

dasar bahlul...

coba ku tanya kau 

Kau mau gk jadi menteri di gaji kecil juga tanpa pasilitas? https://t.co/5ekclpIVye",1218561820815790080
"@CNNIndonesia Gaji kalian brp hei mentri?
Tunjangan kalian brp?
Fasilitas kalian apa saja??

Buruh akan berjiwa besar bila 3 hal di atas sama dgn kamu",1118763826927681536
@Boediantar4 @fadlizon @ReflyHZ Kok buruh demo kemarin mgga dikenakan pasal berlapis ?? Diskriminasi amat menerapkan hukum ?,873168823
"@andreas30373268 Demonstrasi Buruh Tidak Mendapat Simpati Masyarakat
https://t.co/pUQ0NR2nMW",1356900118721556481
"Soal Penetapan UMP, Menteri Bahlil Minta Buruh Berjiwa Besa
https://t.co/tWbANsJn1p 
#ump #Bahlil #MenteriInvestasi",1456118198273667074
"@idn_update Demo Buruh Rentan Ditunggangi Provokator
https://t.co/ESk7fLpDjz",1356900118721556481
@OposisiCerdas Kenapa perlakuan polisi berbeda dengan aksi demo buruh dan mahasiswa?,147535405
"Alangkah bijaknya jika statement pak Bahlil di balik, ""Bahlil ajak pengusaha berjiwa besar tak ngambil untung banyak agar buruh mendapat upah yang layak"" https://t.co/RRROoFNbSg",889874570001252352
"@CNNIndonesia Alangkah bijaknya jika statement pak Bahlil di balik, ""Bahlil ajak pengusaha berjiwa besar tak ngambil untung banyak agar buruh mendapat upah yang layak""",889874570001252352
Gur buruh serabutan. https://t.co/vdmVA52e8a,2229939529
"@CNNIndonesia Coba di balik pak...
Ngerasa jadi buruh deh sebulan 🙏",1208369918317490176
"Permintaan Menteri Bahlil Kepada Buruh atas Penetapan UMP

https://t.co/nHkckfEcfp",207854679
"Bahas Mobil-Rumah Mewah, Said Iqbal: Pesangon Saya miliran - Hidup mewah diatas penderitaan buruh, smntr buruh teriak2 naikin upah, bosnya bergelimang harta, logika terbalik cb cerna",2965061767
@jokowi dipikiran dan dihati jokowi cuma ada pengusaha sama investor  🤑...nasib buruh mah ntar aja deh 😭,1329941225709785088
"@Mdy_Asmara1701 @aniesbaswedan Gak nyampe pengetahuan irma, bkn teman diskusi se bangku, buang waktu &amp; energi,  explain pengurus buruh lebih pragmatis
Mudah dipahami",1312606462548434945
@ridwankamil Bagai mana cara gubernur jawa barat  menghancurkan buruh ?,1027421555419013121
@kompascom Duh prihatin..Coba ajak dialoq para buruh itu Mas..,222319548
ga kasihan apah sm anak2 sy ini buruh rumah.... kasian kali di kotak plastik dah retak pula 😭 kolbuk ku aph kabar.... https://t.co/YOk0LWcjwG,1244641562383896576
Bahlil Lahadalia meminta buruh berjiwa besar terkait penetapan upah minimum provinsi (UMP) 2022. https://t.co/6ML5UXSMYF,23343960
"@elisa_jkt 4 th an lalu, tenant saya org Korea cerita. Ketika UMR naik cukup tinggi, biaya hidup buruh sdh mendahului naik dng nilai drastis. Pemilik kost sdh lbh dulu naikkan tarif, demikian pula elemen biaya lainnya. Jd kenaikan praktis tak sepenuhnya dirasakan buruh.",713021081246806016
"UMK naik ikutan haha hehe, pas buruh demo dinyinyirin aje.",93825239
"@CNNIndonesia Sesungguhnya buruh itu hanya nuntut pemenuhan kebutuhan basic need, semntara para pejabat termasuk yg ngajak buruh berjiwa besar kekayaannya makin berlimpah, ambyar.",467875719
"@homiesapien_ Krn klo nyokap beda dgn alm bokap, kami hrs pilih profesi yg eksak. 

Saat itu kami merasa anak2 yg bebas memilih beruntung. Tapi now menyadari takdir jalan hidup org beda2. Bersyukur aja.

Kakak2ku dokter &amp; aku engineer. Kakak2ku punya klinik jg &amp; aku masih jd buruh. 😇",1246810655505571841
"@hnurwahid Kumendannya kmaren ngaku sodaraan sama teroris Papua. Lagi sibuk doi sama demo buruh dengan acara 212.
Btw buruh sama 212 teroris juga apa yah?",1397035943903723521
@dhoomsan @IchaVarma @_HaddadP Emang karyawan kantoran ga termasuk buruh? Sama aja keleus. Ngaco aja lu 😅,1311721031724220417
"@CNNIndonesia Buruh disuruh berjiwa besar 
Tp banyak pejabat yg ber otak kecil",1391069999452758016
@CNNIndonesia Kalau mau buruh tak tuntut upah tinggi.... Turunkan biaya hidup mereka.... Ko ga pinter pinter Yoo son,1458088104384995345
"Buruh Batam kena Prank Gubernur Kepri, Upah Naik Tak Sesuai https://t.co/TZTP6tdzQD https://t.co/TqpHHe4TBn",815071346073796608
"@bratggadocio maap aku ga berani aneh2, masih buruh kerjaan :"")",2956941351
@WidasSatyo Iya.. yang penting buruh dan guru jangan golput 👌,127131183
"Buruh Protes UMP 2022, Menteri Bahlil: Yang Penting Dapat Gaji https://t.co/sJqYwesmxO",188438662
@dianisa27_ @piitpitia @memiii_____ @IchaVarma Intinya saya bilang ga apple to apple ngebandingin guru dan buruh bukan untuk merendahkan guru. Yang satu pekerja teknis yang cenderung lingkungan keras dan kasar yang satu akademisi. Bukan sesuatu yang sepatutnya di bandingkan dan di benturkan.,982145738
Para menteri mah enak aja ngomong lah wong mrk dimasa pandemi malah makin kaya sementara buruh semakin keblangsak. Rezim ini benar2 koplak https://t.co/X9dkSYKUKO,1106081164102516736
"Padahal kenaikan upah tuh sekarang udah terbatas banget. Dulu masih pakai KHL. Terus periode 1 muncul PP 78/2015, KHL hilang. Cuma inflasi dan pertumbuhan ekonomi. Periode 2 muncul UU Ciptaker dan PP 36/2021. Dg formula baru ini, buruh gak tiap tahun bisa naik gaji. https://t.co/aAqkQgTEgE https://t.co/DjsjeBppTc",267655183
@memiii_____ @alpudlian @IchaVarma Makanya kerja dong biar tau alasan kenapa buruh tiap tahun demo,1279587703323951104
"#Kecewa dengan Putusan Ganjar soal UMK, Buruh di Jateng Berencana Menggugat - https://t.co/SrNeXjE2CR - https://t.co/9djKBfozQi 
#GanjarPranowo #Ganjar 

https://t.co/uWCl2TWhnL",704863437701054465
"Anggap Tak Adil, Serikat Pekerja di Jawa Timur Tolak Besaran UMK 2022 https://t.co/V6oIPYXfiY #umk #buruh",944180887171743745
"@CNNIndonesia Gajimu pak, dipotong buat para buruh 🙏🏾",1310098833741737984
"SEHARUSNYA MPR TAU,TDK USAH NAIK GAJIH BURUH SJ SEDIKIT DI NAIKN,MASA MPR MAU MINTA NAIK GAJIH.. https://t.co/KOMD7iPKak",1396125094418649088
"@PutraWadapi Bicaranya kenapa dalam gedung, temui lah buruh waktu demo, ajak dialog...mampu?
Untuk pengusaha kalian mati2an bela dengan ribuan kebijakan yg meringankan pengusaha dengan alasan ekonomi.",1175741332247072770
@OposisiCerdas Kalau demo buruh dan demo Pemuda Pancasila kemarin ?,1416352472948301829
Masyarakat Menolak Aksi Demo Buruh Yang Ditunggangi Kelompok Kepentingan https://t.co/rHppuRad8X,1142990732992499714
Keknya dulu pas jadi buruh di bawah naungan SPSI w ga pernah ngerasain demo turun kejalan.,331192499
"@CNNIndonesia Tutur katamu bagus, tapi sangat menyakitkan bagi para buruh",782173629429616640
"Terus...kenapa ga bikin aja pabrik trs pekerjakan buruh dgn gaji yg sesuai mau mu...
Bahas Mobil-Rumah Mewah, Said Iqbal: Pesangon Saya Miliaran https://t.co/h870dkkXho",1148401219376832512
